"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"37727","Flightplan (2005)","98","PG-13","2005-09-23 00:00:00 UTC","55000000","223387299","408790","9315","Jodie Foster","Peter Sarsgaard","Sean Bean","Kate Beahan","5","5","9","3","Robert Schwentke","4","Peter A. Dowling","1","Billy Ray","4","Touchstone Pictures","72","English","Drama","United States of America"
"37729","Corpse Bride (2005)","77","PG","2005-09-15 00:00:00 UTC","40000000","117195061","121164","3933","Johnny Depp","Helena Bonham Carter","Emily Watson","Tracey Ullman","25","10","2","2","Tim Burton","16","Tim Burton","4","Carlos Grangel","1","Warner Bros. Pictures","104","English","Animation","United States of America"
"37733","History of Violence, A (2005)","96","R","2005-09-23 00:00:00 UTC","32000000","60740827","399146","59","Viggo Mortensen","Maria Bello","Ed Harris","William Hurt","4","7","11","7","David Cronenberg","3","John Wagner","2","Vince Locke","1","New Line Cinema","93","English","Drama","United States of America"
"37736","Oliver Twist (2005)","130","PG-13","2005-09-23 00:00:00 UTC","50000000","42093706","380599","257","Barney Clark","Jeremy Swift","Ian McNeice","Richard Durden","1","1","1","2","Roman Polanski","6","Charles Dickens","2","Ronald Harwood","4","TriStar Pictures","36","English","Drama","France"
"37739","Greatest Game Ever Played, The (2005)","120","PG","2005-09-30 00:00:00 UTC","25000000","15331289","388980","15487","James Paxton","Tom Rack","Armand Laroche","Peter Hurley","1","1","1","1","Bill Paxton","1","Mark Frost","4","Mark Frost","4","Walt Disney Pictures","84","English","Drama","United States of America"
"37741","Capote (2005)","114","R","2005-09-30 00:00:00 UTC","7000000","49084830","379725","398","Allie Mickelson","Kelci Stephenson","Philip Seymour Hoffman","Craig Archibald","1","1","8","1","Bennett Miller","3","Dan Futterman","2","Gerald Clarke","1","Sony Pictures Classics","4","English","Drama","United States of America"
"38038","Wallace & Gromit in The Curse of the Were-Rabbit (2005)","85","G","2005-10-14 00:00:00 UTC","30000000","192452832","312004","533","Peter Sallis","Ralph Fiennes","Helena Bonham Carter","Peter Kay","1","14","10","1","Steve Box","1","Steve Box","1","Nick Park","2","Aardman Animations","4","English","Adventure","United States of America"
"38061","Kiss Kiss Bang Bang (2005)","103","R","2005-10-21 00:00:00 UTC","15000000","15785148","373469","5236","Robert Downey Jr.","Val Kilmer","Michelle Monaghan","Corbin Bernsen","14","11","5","2","Shane Black","2","Brett Halliday","1","Shane Black","5","Warner Bros. Pictures","104","English","Comedy","United States of America"
"38388","Goal! The Dream Begins (Goal!) (2005)","118","PG-13","2005-06-06 00:00:00 UTC","30000000","27610873","380389","9763","Leonardo Guerra","Tony Plana","Miriam Colon","Kuno Becker","1","1","1","1","Danny Cannon","2","Mike Jefferies","1","Adrian Butchart","1","Touchstone Pictures","72","English","Drama","United States of America"
"39183","Brokeback Mountain (2005)","134","R","2005-09-02 00:00:00 UTC","14000000","178043761","388795","142","Heath Ledger","Jake Gyllenhaal","Randy Quaid","Valerie Planche","3","7","3","1","Ang Lee","5","Annie Proulx","1","Larry McMurtry","2","Focus Features","15","English","Romance","United States of America"
"39234","North Country (2005)","126","R","2005-02-12 00:00:00 UTC","35000000","25224242","395972","9701","Charlize Theron","Thomas Curtis","Elle Peterson","Frances McDormand","11","1","1","4","Niki Caro","2","Michael Seitzman","1","Clara Bingham","1","Warner Bros.","119","English","Drama","United States of America"
"39292","Good Night, and Good Luck. (2005)","93","PG","2005-09-16 00:00:00 UTC","7000000","54600000","433383","3291","Jeff Daniels","David Strathairn","Alex Borstein","Rose Abdoo","7","6","1","1","George Clooney","5","George Clooney","3","Grant Heslov","3","Warner Independent Pictures (WIP)","4","English","Drama","United States of America"
"39414","Shopgirl (2005)","104","R","2005-10-21 00:00:00 UTC","10284523","11588205","338427","2610","Steve Martin","Claire Danes","Jason Schwartzman","Bridgette Wilson-Sampras","3","6","1","4","Anand Tucker","2","Steve Martin","3","Steve Martin","3","Touchstone Pictures","72","English","Comedy","United States of America"
"39435","Legend of Zorro, The (2005)","129","PG","2005-10-25 00:00:00 UTC","75000000","142400065","386140","1656","Alberto Reyes","Julio Oscar Mechoso","Gustavo Sánchez Parra","Adrian Alonso","1","1","1","1","Martin Campbell","7","Roberto Orci","8","Alex Kurtzman","8","Columbia Pictures Corporation","42","English","Adventure","United States of America"
"39446","Saw II (2005)","92","R","2005-10-28 00:00:00 UTC","4000000","152925093","432348","215","Tobin Bell","Shawnee Smith","Donnie Wahlberg","Erik Knudsen","6","4","2","1","Darren Lynn Bousman","3","Leigh Whannell","4","Darren Lynn Bousman","1","Lions Gate Films","11","English","Thriller","United States of America"
"40278","Jarhead (2005)","125","R","2005-11-04 00:00:00 UTC","70000000","96900000","418763","25","Jake Gyllenhaal","Scott MacDonald","Peter Sarsgaard","Jamie Foxx","7","1","5","6","Sam Mendes","4","William Broyles Jr.","3","Anthony Swofford","1","Universal Pictures","205","English","Drama","United States of America"
"40583","Syriana (2005)","128","R","2005-11-23 00:00:00 UTC","50000000","94000000","365737","231","Kayvan Novak","George Clooney","Amr Waked","Christopher Plummer","2","20","1","11","Stephen Gaghan","1","Stephen Gaghan","4","Robert Baer","1","Warner Bros.","119","English","Drama","United States of America"
"40614","Derailed (2005)","108","R","2005-11-11 00:00:00 UTC","22000000","57479076","398017","8999","Vincent Cassel","Clive Owen","Addison Timlin","Melissa George","5","6","1","3","Mikael Håfström","4","Stuart Beattie","5","James Siegel","1","Miramax Films","51","English","Drama","United States of America"
"40629","Pride & Prejudice (2005)","128","PG","2005-09-16 00:00:00 UTC","28000000","121147947","414387","4348","Keira Knightley","Talulah Riley","Rosamund Pike","Jena Malone","10","1","5","4","Joe Wright","4","Jane Austen","2","Deborah Moggach","1","Universal Pictures","205","English","Romance","United States of America"
"40815","Harry Potter and the Goblet of Fire (2005)","157","PG-13","2005-11-05 00:00:00 UTC","150000000","895921036","330373","674","Eric Sykes","Timothy Spall","David Tennant","Daniel Radcliffe","1","4","2","6","Mike Newell","4","Steve Kloves","7","J.K. Rowling","8","Warner Bros.","119","English","Adventure","United States of America"
"40819","Walk the Line (2005)","136","PG-13","2005-09-13 00:00:00 UTC","28000000","170000000","358273","69","Joaquin Phoenix","Reese Witherspoon","Ginnifer Goodwin","Robert Patrick","6","6","2","4","James Mangold","3","Johnny Cash","2","Johnny Cash","2","Konrad Pictures","1","English","Romance","United States of America"
"40826","Rent (2005)","135","PG-13","2005-11-23 00:00:00 UTC","40000000","31670620","294870","1833","Anthony Rapp","Adam Pascal","Rosario Dawson","Jesse L. Martin","1","1","6","1","Chris Columbus","7","Stephen Chbosky","1","Jonathan Larson","1","Columbia Pictures","108","English","Romance","United States of America"
"41566","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","143","PG","2005-12-09 00:00:00 UTC","180000000","748806957","363771","411","Georgie Henley","Skandar Keynes","William Moseley","Anna Popplewell","3","3","2","1","Andrew Adamson","4","Ann Peacock","1","Andrew Adamson","4","Walt Disney","10","English","Adventure","United States of America"
"41569","King Kong (2005)","187","PG-13","2005-12-14 00:00:00 UTC","207000000","550000000","360717","254","Naomi Watts","Jack Black","Adrien Brody","Thomas Kretschmann","5","12","4","2","Peter Jackson","10","Fran Walsh","10","Philippa Boyens","5","Universal Pictures","205","English","Adventure","United States of America"
"41571","Memoirs of a Geisha (2005)","145","PG-13","2005-12-06 00:00:00 UTC","85000000","162242962","397535","1904","Suzuka Ohgo","Togo Igawa","Mako","Samantha Futerman","1","1","5","1","Rob Marshall","3","Robin Swicord","2","Arthur Golden","1","Columbia Pictures Corporation","42","日本語","Romance","Japan"
"41997","Munich (2005)","164","R","2005-12-22 00:00:00 UTC","70000000","130358911","408306","612","Eric Bana","Daniel Craig","Ciarán Hinds","Mathieu Kassovitz","6","12","4","2","Steven Spielberg","21","Tony Kushner","2","Eric Roth","7","Universal Pictures","205","English","Drama","United States of America"
"42002","Producers, The (2005)","134","PG-13","2005-12-25 00:00:00 UTC","45000000","38058335","395251","9899","Nathan Lane","Matthew Broderick","Uma Thurman","Will Ferrell","3","8","7","16","Susan Stroman","1","Mel Brooks","5","Thomas Meehan","3","Sony Pictures","4","English","Comedy","United States of America"
"42011","Fun with Dick and Jane (2005)","90","PG-13","2005-12-21 00:00:00 UTC","100000000","201580853","369441","7552","Jim Carrey","Téa Leoni","Alec Baldwin","Richard Jenkins","17","5","8","5","Dean Parisot","2","Judd Apatow","5","Nicholas Stoller","7","Imagine Entertainment","20","English","Comedy","United States of America"
"42718","District 13 (Banlieue 13) (2004)","84","R","2004-11-09 00:00:00 UTC","15000000","11208291","414852","10045","Cyril Raffaelli","David Belle","Tony D'Amario","Bibi Naceri","1","1","1","1","Pierre Morel","3","Luc Besson","18","Bibi Naceri","1","Canal+","32","Français","Action","France"
"42732","Last Holiday (2006)","112","PG-13","2006-01-13 00:00:00 UTC","45000000","38399961","408985","17379","Queen Latifah","LL Cool J","Timothy Hutton","Giancarlo Esposito","5","2","3","1","Wayne Wang","7","Jeffrey Price","2","Peter S. Seaman","1","Paramount Pictures","173","English","Comedy","United States of America"
"42738","Underworld: Evolution (2006)","106","R","2006-01-12 00:00:00 UTC","50000000","111340801","401855","834","Kate Beckinsale","Scott Speedman","Tony Curran","Derek Jacobi","8","4","2","2","Len Wiseman","4","Danny McBride","3","Len Wiseman","3","Lakeshore Entertainment","17","English","Fantasy","United States of America"
"43419","Bandidas (2006)","93","PG-13","2006-01-18 00:00:00 UTC","35000000","10496317","416496","1969","Penélope Cruz","Salma Hayek","Steve Zahn","Dwight Yoakam","8","5","5","3","Joachim Rønning","1","Luc Besson","18","Robert Mark Kamen","9","Canal+","32","English","Comedy","United States of America"
"43558","Big Momma's House 2 (2006)","99","PG-13","2006-01-26 00:00:00 UTC","40000000","138259062","421729","11565","Martin Lawrence","Nia Long","Emily Procter","Zachary Levi","9","3","1","3","John Whitesell","2","Don Rhymer","4","Darryl Quarles","3","Regency Enterprises","37","English","Comedy","United States of America"
"43560","Nanny McPhee (2005)","97","PG","2005-10-21 00:00:00 UTC","25000000","122489822","396752","11283","Emma Thompson","Colin Firth","Kelly Macdonald","Thomas Brodie-Sangster","4","3","2","1","Kirk Jones","2","Emma Thompson","2","Christianna Brand","2","Universal Pictures","205","English","Children","United States of America"
"43679","Final Destination 3 (2006)","93","R","2006-02-10 00:00:00 UTC","25000000","54098051","414982","9286","Mary Elizabeth Winstead","Ryan Merriman","Kris Lemche","Alexz Johnson","4","1","1","1","James Wong","2","Glen Morgan","2","James Wong","2","New Line Cinema","93","English","Thriller","United States of America"
"43869","Curious George (2006)","86","G","2006-02-10 00:00:00 UTC","50000000","58640119","381971","9975","Frank Welker","Will Ferrell","Shane Baumel","Timyra-Joi Beatty","1","16","1","1","Matthew O'Callaghan","1","Ken Kaufman","3","Ken Kaufman","3","Imagine Entertainment","20","English","Adventure","United States of America"
"43904","When a Stranger Calls (2006)","87","PG-13","2006-02-03 00:00:00 UTC","15000000","66966987","455857","10053","Camilla Belle","Tommy Flanagan","Katie Cassidy","Tessa Thompson","3","1","3","1","Simon West","5","Jake Wade Wall","2","Steve Feke","1","Davis Entertainment","15","English","Thriller","United States of America"
"43912","Freedomland (2006)","113","R","2006-02-17 00:00:00 UTC","37665000","14655628","349467","9959","Samuel L. Jackson","Julianne Moore","Edie Falco","Ron Eldard","16","16","2","4","Joe Roth","1","Richard Price","2","Richard Price","2","Columbia Pictures","108","English","Drama","United States of America"
"43917","Eight Below (2006)","120","PG","2006-02-17 00:00:00 UTC","40000000","120455994","397313","9036","Paul Walker","Bruce Greenwood","Moon Bloodgood","Wendy Crewson","8","5","3","1","Frank Marshall","3","David DiGilio","1","Toshirô Ishidô","1","Walt Disney Pictures","84","English","Adventure","United States of America"
"43919","Date Movie (2006)","83","PG-13","2006-02-17 00:00:00 UTC","20000000","48548426","466342","10073","Alyson Hannigan","Adam Campbell","Sophie Monk","Eddie Griffin","5","2","1","4","Aaron Seltzer","4","Jason Friedberg","4","Aaron Seltzer","4","Regency Enterprises","37","English","Comedy","United States of America"
"43932","Pulse (2006)","90","PG-13","2006-08-11 00:00:00 UTC","38000000","29907685","454919","9682","Kristen Bell","Ian Somerhalder","Christina Milian","Rick Gonzalez","2","1","1","2","Jim Sonzero","1","Wes Craven","9","Ray Wright","2","Dimension Films","17","English","Fantasy","United States of America"
"44004","Failure to Launch (2006)","97","PG-13","2006-03-10 00:00:00 UTC","50000000","88715192","427229","6877","Matthew McConaughey","Sarah Jessica Parker","Zooey Deschanel","Justin Bartha","14","5","5","5","Tom Dey","3","Tom J. Astle","2","Matt Ember","2","Paramount Pictures","173","English","Comedy","United States of America"
"44022","Ice Age 2: The Meltdown (2006)","91","PG","2006-03-23 00:00:00 UTC","80000000","660940780","438097","950","Ray Romano","John Leguizamo","Denis Leary","Seann William Scott","2","12","7","7","Carlos Saldanha","4","Peter Gaulke","1","Gerry Swallow","2","Twentieth Century Fox Animation","7","English","Adventure","United States of America"
"44191","V for Vendetta (2006)","132","R","2005-12-11 00:00:00 UTC","54000000","132511035","434409","752","Natalie Portman","Hugo Weaving","Stephen Rea","Stephen Fry","10","4","4","1","James McTeigue","4","Andy Wachowski","8","Lana Wachowski","9","Warner Bros. Pictures","104","English","Action","United States of America"
"44193","She's the Man (2006)","105","PG-13","2006-03-17 00:00:00 UTC","25000000","33889159","454945","9655","Amanda Bynes","Channing Tatum","Laura Ramsey","Vinnie Jones","3","9","1","1","Andy Fickman","1","Ewan Leslie","1","Karen McCullah","4","DreamWorks SKG","37","English","Comedy","United States of America"
"44195","Thank You for Smoking (2006)","92","R","2005-09-05 00:00:00 UTC","6500000","24793509","427944","9388","Joan Lunden","Eric Haberman","Aaron Eckhart","Mary Jo Smith","1","1","11","1","Jason Reitman","2","Jason Reitman","2","Christopher Buckley","1","Fox Searchlight Pictures","20","English","Comedy","United States of America"
"44204","Tsotsi (2005)","94","R","2005-12-23 00:00:00 UTC","3000000","8893028","468565","868","Presley Chweneyagae","Terry Pheto","Kenneth Nkosi","Mothusi Magano","1","1","1","1","Gavin Hood","3","Athol Fugard","1","Gavin Hood","2","Industrial Development Corporation of South Africa","1","Afrikaans","Drama","South Africa"
"44238","Leprechaun 2 (1994)","85","R","1994-04-07 00:00:00 UTC","2000000","2260622","110329","18009","Warwick Davis","Charlie Heath","Shevonne Durkin","Sandy Baron","3","1","1","1","Rodman Flender","2","Mark Jones","1","Turi Meyer","1","Planet Productions","1","English","Comedy","United States of America"
"44397","Hills Have Eyes, The (2006)","107","R","2006-03-10 00:00:00 UTC","15000000","69570032","454841","9792","Aaron Stanford","Kathleen Quinlan","Vinessa Shaw","Emilie de Ravin","1","2","2","1","Alexandre Aja","3","Alexandre Aja","2","Grégory Levasseur","2","Craven-Maddalena Films","2","English","Drama","United States of America"
"44399","Shaggy Dog, The (2006)","95","PG","2006-03-10 00:00:00 UTC","50000000","61112916","393735","10067","Tim Allen","Kristin Davis","Zena Grey","Spencer Breslin","9","3","2","2","Brian Robbins","1","Cormac Wibberley","4","Marianne Wibberley","4","Walt Disney Pictures","84","English","Adventure","United States of America"
"44759","Basic Instinct 2 (2006)","114","R","2006-03-29 00:00:00 UTC","70000000","38629478","430912","3093","Stan Collymore","Sharon Stone","Neil Maskell","David Thewlis","1","6","1","6","Michael Caton-Jones","3","Leora Barish","1","Henry Bean","3","Intermedia Films","7","English","Drama","United States of America"
"44849","Renaissance (2006)","105","R","2006-03-16 00:00:00 UTC","14000000","63260","386741","9389","Daniel Craig","Romola Garai","Ian Holm","Kevork Malikyan","12","2","5","1","Christian Volckman","1","Alexandre de La Patellière","1","Matthieu Delaporte","1","France2 Cinéma","1","English","Animation","France"
"44972","Scary Movie 4 (2006)","83","PG-13","2006-04-13 00:00:00 UTC","45000000","178262620","362120","4257","Anna Faris","Regina Hall","Craig Bierko","Bill Pullman","6","2","2","7","David Zucker","6","Craig Mazin","4","Jim Abrahams","5","Dimension Films","17","English","Comedy","United States of America"
"45062","Sentinel, The (2006)","108","PG-13","2006-04-21 00:00:00 UTC","60000000","77920346","443632","5820","Michael Douglas","Kiefer Sutherland","Eva Longoria","Martin Donovan","5","4","2","3","Clark Johnson","2","George Nolfi","3","Gerald Petievich","1","Regency Enterprises","37","English","Drama","United States of America"
"45186","Mission: Impossible III (2006)","126","PG-13","2006-05-04 00:00:00 UTC","150000000","395668139","317919","956","Tom Cruise","Philip Seymour Hoffman","Ving Rhames","Billy Crudup","20","8","7","6","J.J. Abrams","3","Alex Kurtzman","8","Roberto Orci","8","Paramount Pictures","173","English","Adventure","United States of America"
"45431","Over the Hedge (2006)","83","PG","2006-04-22 00:00:00 UTC","80000000","155019340","327084","7518","Bruce Willis","Garry Shandling","Steve Carell","Wanda Sykes","25","1","14","1","Tim Johnson","2","Len Blum","3","Lorne Cameron","2","DreamWorks Animation","26","English","Adventure","United States of America"
"45442","Poseidon (2006)","99","PG-13","2006-05-12 00:00:00 UTC","160000000","181674817","409182","503","Josh Lucas","Kurt Russell","Jacinda Barrett","Richard Dreyfuss","6","14","3","7","Wolfgang Petersen","6","Mark Protosevich","2","Paul Gallico","1","Warner Bros.","119","English","Adventure","United States of America"
"45447","Da Vinci Code, The (2006)","149","PG-13","2006-05-19 00:00:00 UTC","125000000","758239851","382625","591","Tom Hanks","Audrey Tautou","Ian McKellen","Jean Reno","21","2","9","5","Ron Howard","9","Akiva Goldsman","9","Dan Brown","1","Columbia Pictures","108","English","Drama","United States of America"
"45499","X-Men: The Last Stand (2006)","104","PG-13","2006-05-26 00:00:00 UTC","210000000","234360014","376994","36668","Hugh Jackman","Halle Berry","Ian McKellen","Patrick Stewart","11","11","9","7","Brett Ratner","10","Simon Kinberg","3","Zak Penn","8","Twentieth Century Fox","6","English","Action","United States of America"
"45501","Break-Up, The (2006)","106","PG-13","2006-06-02 00:00:00 UTC","52000000","204999686","452594","9767","Vince Vaughn","Jennifer Aniston","Joey Lauren Adams","Cole Hauser","8","9","2","6","Peyton Reed","2","Jeremy Garelick","1","Jay Lavender","1","Universal Pictures","205","English","Comedy","United States of America"
"45517","Cars (2006)","117","G","2006-06-08 00:00:00 UTC","120000000","461983149","317219","920","Owen Wilson","Paul Newman","Bonnie Hunt","Larry the Cable Guy","17","3","5","2","John Lasseter","5","John Lasseter","7","Joe Ranft","1","Pixar Animation Studios","13","English","Animation","United States of America"
"45666","Nacho Libre (2006)","92","PG","2006-06-16 00:00:00 UTC","32000000","80197993","457510","9353","Jack Black","Ana de la Reguera","Héctor Jiménez","Darius Rose","12","1","1","1","Jared Hess","2","Jared Hess","2","Jerusha Hess","2","Paramount Pictures","173","English","Comedy","United States of America"
"45668","Lake House, The (2006)","99","PG","2006-06-16 00:00:00 UTC","40000000","114830111","410297","2044","Keanu Reeves","Sandra Bullock","Christopher Plummer","Ebon Moss-Bachrach","13","12","11","1","Alejandro Agresti","1","David Auburn","3","Eun-Jeong Kim","1","Warner Bros. Pictures","104","English","Fantasy","United States of America"
"45672","Click (2006)","107","PG-13","2006-06-22 00:00:00 UTC","82500000","237681299","389860","9339","Adam Sandler","Kate Beckinsale","Christopher Walken","David Hasselhoff","14","8","12","1","Frank Coraci","5","Steve Koren","3","Mark O'Keefe","2","Columbia Pictures Corporation","42","English","Adventure","United States of America"
"45720","Devil Wears Prada, The (2006)","109","PG-13","2006-06-30 00:00:00 UTC","35000000","326551094","458352","350","Meryl Streep","Anne Hathaway","Emily Blunt","Stanley Tucci","8","10","7","7","David Frankel","2","Aline Brosh McKenna","3","Lauren Weisberger","1","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"45722","Pirates of the Caribbean: Dead Man's Chest (2006)","151","PG-13","2006-07-07 00:00:00 UTC","200000000","1065659812","383574","58","Johnny Depp","Orlando Bloom","Keira Knightley","Jack Davenport","25","3","10","2","Gore Verbinski","6","Ted Elliott","8","Terry Rossio","6","Walt Disney Pictures","84","English","Adventure","United States of America"
"46530","Superman Returns (2006)","154","PG-13","2006-06-28 00:00:00 UTC","270000000","391081192","348150","1452","Brandon Routh","Kate Bosworth","Kevin Spacey","James Marsden","2","6","12","5","Bryan Singer","6","Michael Dougherty","1","Dan Harris","1","Warner Bros. Pictures","104","English","Adventure","United States of America"
"46723","Babel (2006)","143","R","2006-09-08 00:00:00 UTC","25000000","135330182","449467","1164","Brad Pitt","Cate Blanchett","Mohamed Akhzam","Peter Wight","18","11","1","1","Alejandro González Iñárritu","2","Guillermo Arriaga","2","Guillermo Arriaga","2","Zeta Film","1","English","Drama","United States of America"
"46948","Monster House (2006)","91","PG","2006-08-23 00:00:00 UTC","75000000","73661010","385880","9297","Ryan Newman","Steve Buscemi","Mitchel Musso","Catherine O'Hara","1","10","1","6","Gil Kenan","2","Dan Harmon","1","Rob Schrab","1","Columbia Pictures","108","English","Animation","United States of America"
"46965","Snakes on a Plane (2006)","105","R","2006-08-18 00:00:00 UTC","33000000","62022014","417148","326","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","Rachel Blanchard","16","2","1","1","David R. Ellis","5","John Heffernan","1","Sebastian Gutierrez","2","New Line Cinema","93","English","Comedy","United States of America"
"46970","Talladega Nights: The Ballad of Ricky Bobby (2006)","116","PG-13","2006-08-04 00:00:00 UTC","72500000","162966177","415306","9718","Will Ferrell","John C. Reilly","Sacha Baron Cohen","Gary Cole","16","10","4","1","Adam McKay","5","Will Ferrell","5","Adam McKay","5","Columbia Pictures","108","English","Comedy","United States of America"
"46972","Night at the Museum (2006)","108","PG","2006-12-21 00:00:00 UTC","110000000","574480841","477347","1593","Ben Stiller","Carla Gugino","Dick Van Dyke","Mickey Rooney","14","3","1","3","Shawn Levy","6","Robert Ben Garant","7","Thomas Lennon","6","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"46974","World Trade Center (2006)","128","PG-13","2006-08-09 00:00:00 UTC","63000000","162945894","469641","1852","Nicolas Cage","Maria Bello","Connor Paolo","Anthony Piccininni","24","7","2","1","Oliver Stone","9","Andrea Berloff","1","John McLoughlin","1","Paramount Pictures","173","English","Drama","United States of America"
"47044","Miami Vice (2006)","134","R","2006-07-27 00:00:00 UTC","135000000","163794509","430357","82","Colin Farrell","Jamie Foxx","Li Gong","Naomie Harris","10","6","2","2","Michael Mann","6","Michael Mann","3","Anthony Yerkovich","1","Universal Pictures","205","English","Drama","United States of America"
"47124","Ant Bully, The (2006)","88","PG","2006-07-27 00:00:00 UTC","50000000","55181129","429589","9906","Julia Roberts","Nicolas Cage","Meryl Streep","Paul Giamatti","7","24","8","11","John A. Davis","2","John A. Davis","2","John Nickle","1","Warner Bros. Pictures","104","English","Adventure","United States of America"
"47200","Crank (2006)","88","R","2006-08-31 00:00:00 UTC","12000000","39242841","479884","1948","Jason Statham","Amy Smart","Jose Pablo Cantillo","Efren Ramirez","18","4","1","3","Mark Neveldine","3","Mark Neveldine","4","Brian Taylor","4","Lakeshore Entertainment","17","English","Action","United States of America"
"47382","Step Up (2006)","104","PG-13","2006-08-11 00:00:00 UTC","12000000","114194847","462590","9762","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","De'Shawn Washington","9","1","1","1","Anne Fletcher","1","Duane Adler","3","Melissa Rosenberg","6","Touchstone Pictures","72","English","Romance","United States of America"
"47384","Zoom (2006)","83","PG","2006-08-11 00:00:00 UTC","35000000","12506188","383060","14113","Tim Allen","Courteney Cox","Chevy Chase","Spencer Breslin","9","3","4","2","Peter Hewitt","2","Adam Rifkin","2","David Berenbaum","2","Columbia Pictures","108","English","Adventure","United States of America"
"47394","Bon Cop, Bad Cop (2006)","116","R","2006-07-06 00:00:00 UTC","8000000","12671300","479647","15049","Michel Beaudry","Patrice Bélanger","Pierre Boudreau","Sarain Boylan","1","1","1","1","Erik Canuel","1","Leila Basen","1","Alex Epstein","1","Alliance Atlantis Communications","1","English","Comedy","Canada"
"47518","Accepted (2006)","93","PG-13","2006-08-18 00:00:00 UTC","23000000","38505009","384793","9788","Justin Long","Jonah Hill","Adam Herschman","Columbus Short","7","11","1","3","Steve Pink","4","Adam Cooper","1","Bill Collage","1","Universal Pictures","205","English","Comedy","United States of America"
"47610","Illusionist, The (2006)","110","PG-13","2006-08-18 00:00:00 UTC","40000000","86915017","443543","1491","Edward Norton","Paul Giamatti","Jessica Biel","Rufus Sewell","9","11","10","4","Neil Burger","3","Neil Burger","1","Steven Millhauser","1","Yari Film Group","2","English","Fantasy","United States of America"
"47640","Beerfest (2006)","110","R","2006-08-25 00:00:00 UTC","17500000","19179969","486551","9988","M.C. Gainey","Paul Soter","Erik Stolhanske","Cloris Leachman","2","1","2","3","Jay Chandrasekhar","4","Jay Chandrasekhar","3","Kevin Heffernan","3","Broken Lizard Industries","2","English","Comedy","United States of America"
"47810","Wicker Man, The (2006)","102","PG-13","2006-09-01 00:00:00 UTC","40000000","38755073","450345","9708","Nicolas Cage","Ellen Burstyn","Kate Beahan","Frances Conroy","24","6","3","1","Neil LaBute","2","Neil LaBute","1","Anthony Shaffer","2","Warner Bros.","119","English","Thriller","United States of America"
"47830","Quiet, The (2005)","96","R","2005-09-12 00:00:00 UTC","900000","381420","414951","9813","Elisha Cuthbert","Camilla Belle","Edie Falco","Martin Donovan","3","3","2","3","Jamie Babbit","1","Abdi Nazemian","1","Micah Schraft","1","Destination Films","2","English","Drama","United States of America"
"47997","Idiocracy (2006)","84","R","2006-09-01 00:00:00 UTC","30000000","495303","387808","7512","Luke Wilson","Maya Rudolph","Dax Shepard","Terry Crews","6","2","2","3","Mike Judge","2","Mike Judge","4","Mike Judge","4","Twentieth Century Fox Film Corporation","82","English","Adventure","United States of America"
"48043","Fountain, The (2006)","96","PG-13","2006-11-22 00:00:00 UTC","35000000","15304890","414993","1381","Hugh Jackman","Rachel Weisz","Ellen Burstyn","Mark Margolis","11","8","6","2","Darren Aronofsky","5","Darren Aronofsky","5","Darren Aronofsky","5","Warner Bros.","119","English","Fantasy","United States of America"
"48142","Black Dahlia, The (2006)","121","R","2006-09-15 00:00:00 UTC","50000000","49111202","387877","9676","Josh Hartnett","Scarlett Johansson","Aaron Eckhart","Hilary Swank","6","6","11","8","Brian De Palma","7","Josh Friedman","2","James Ellroy","4","Universal Pictures","205","English","Drama","United States of America"
"48161","Gridiron Gang (2006)","125","PG-13","2006-09-15 00:00:00 UTC","30000000","38432823","421206","9766","Dwayne Johnson","Xzibit","L. Scott Caldwell","Leon Rippy","13","2","1","1","Phil Joanou","1","Jeff Maguire","2","Jac Flanders","1","Columbia Pictures","108","English","Drama","United States of America"
"48304","Apocalypto (2006)","139","R","2006-12-08 00:00:00 UTC","40000000","120175290","472043","1579","Rudy Youngblood","Dalia Hernández","Jonathan Brewer","Morris Birdyellowhead","1","1","1","1","Mel Gibson","2","Mel Gibson","2","Farhad Safinia","1","Touchstone Pictures","72","English","Adventure","United States of America"
"48319","Flyboys (2006)","140","PG-13","2006-09-22 00:00:00 UTC","60000000","17800000","454824","9664","James Franco","Scott Hazell","Mac McDonald","Philip Winchester","12","1","1","1","Tony Bill","1","Phil Sears","1","Blake T. Evans","1","Electric Entertainment","1","English","Adventure","United States of America"
"48322","Jackass Number Two (2006)","95","R","2006-09-22 00:00:00 UTC","11000000","72778712","493430","12094","Johnny Knoxville","Bam Margera","Steve-O","Chris Pontius","5","2","2","2","Jeff Tremaine","3","Jeff Tremaine","2","Spike Jonze","4","Paramount Pictures","173","English","Comedy","United States of America"
