id,title,director_id,length,trailer_url,mpaa_rating,release_date,imdb_votes,release_year,adult,backdrop_path,budget,overview,tmdb_popularity,poster_path,revenue,tagline,tmdb_vote_average,tmdb_vote_count,imdb_id,tmdb_id,created_at,updated_at,awards,metascore,imdb_rating,Actor1,Actor 2,Actor 3,Actor 4,Director,Writer,Writer2,Income,Genre,Genre2,Studio,Studio2,Language,Language2,Country,Country2
6698,Nola (2002),,97,,N/A,2003-01-01 00:00:00 UTC,323,2003,false,,0,"An urban fairy tale-romantic comedy, in which Nola, an aspiring songwriter, leaves an abusive Kansas home and journeys to New York to find her biological father. Once there, she finds more than she expected.",0,/kQeN58R4FSqToHcysWaZqtxeuOK.jpg,10550,"",0,0,317950,112961,2015-04-22 18:07:40 UTC,2015-04-22 20:19:07 UTC,N/A,26,5,Emmy Rossum,Steven Bauer,James Badge Dale,Thom Christopher,Alan Hruska,Alan Hruska,NA,0.0,Drama,NA,Archer Entertainment,NA,English,NA,United States of America,NA
6703,"Order, The (2003)",,102,,R,2003-09-05 00:00:00 UTC,14,2003,false,/rPSQSiTM5KiLxdlcoeTHjQ8FHKj.jpg,35000000,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",1,/rA4pObT4LkueerqbpIac5A7Ds3H.jpg,11560806,Every soul has its price.,5,14,304711,9616,2015-04-22 18:07:40 UTC,2015-04-22 20:19:08 UTC,N/A,21,5,Heath Ledger,Shannyn Sossamon,Benno Fürmann,Mark Addy,Brian Helgeland,Brian Helgeland,NA,-66.96912571428571,Thriller,Horror,Twentieth Century Fox Film Corporation,Baumgarten Merims Productions,English,NA,United States of America,Germany
6705,Party Monster (2003),,98,,R,2003-09-05 00:00:00 UTC,11,2003,false,/9fSAhSOS5Nj428EElIYk8JCQAjc.jpg,5000000,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",0,/4sW5yj5gr0gj2mGLOID3ZSBYZUs.jpg,742898,"",5,12,320244,1415,2015-04-22 18:07:40 UTC,2015-04-22 20:19:08 UTC,3 nominations.,36,6,Seth Green,Macaulay Culkin,Diana Scarwid,Chloë Sevigny,"Fenton Bailey, Randy Barbato",Fenton Bailey,Randy Barbato,-85.14204,Comedy,Drama,ContentFilm,NA,English,NA,United States of America,Netherlands
6708,Matchstick Men (2003),,116,,PG-13,2003-09-01 00:00:00 UTC,96,2003,false,/m6pNJykwJetbPmXBjifBv4K8WgP.jpg,0,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,0,/vRjT0WdjQbbIpYSG5f520BAS2dn.jpg,65565672,Lie. Cheat. Steal. Rinse. Repeat.,6,107,325805,7270,2015-04-22 18:07:40 UTC,2015-04-22 20:19:08 UTC,2 nominations.,61,7,Nicolas Cage,Sam Rockwell,Alison Lohman,Bruce Altman,Ridley Scott,Eric Garcia ,Nicholas Griffin ,0.0,Comedy,Drama,Warner Bros.,Scott Free Productions,English,NA,United States of America,NA
6709,Once Upon a Time in Mexico (2003),,102,,R,2003-09-11 00:00:00 UTC,117,2003,false,/vQi6zDyPoX3bq9YHazcOojXkAKP.jpg,29000000,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",0,/j3Mz1jaM3MVr5K1Ijh5D2T93VF2.jpg,41825802,The Time Has Come.,6,160,285823,1428,2015-04-22 18:07:40 UTC,2015-04-22 20:19:08 UTC,3 wins & 4 nominations.,56,6,Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Robert Rodriguez,Robert Rodriguez,NA,44.22690344827586,Adventure,Action,Miramax Films,Columbia Pictures Corporation,English,Español,United States of America,NA
6718,Gotcha! (1985),,101,,PG-13,1985-05-03 00:00:00 UTC,4,1985,false,/lRoBc5EhncDHXkBUA6flITOiKgR.jpg,0,A student on a trip to France is tricked into smuggling secrets across the Iron curtain by a sexy spy.,0,/57kOefufIgz3m7Nf8DzRfdJ2foQ.jpg,8800000,His first time may be his last.,5,7,89222,27590,2015-04-22 18:07:40 UTC,2015-04-22 20:19:34 UTC,N/A,0,6,Anthony Edwards,Linda Fiorentino,Jsu Garcia,Alex Rocco,Jeff Kanew,Paul G. Hensler ,Dan Gordon ,0.0,Comedy,NA,Universal Pictures,NA,English,Français,United States of America,NA
6721,Once Upon a Time in China (Wong Fei Hung) (1991),,134,,R,1991-08-15 00:00:00 UTC,12,1991,false,/5xWEnbunWj0nUP4nT5jMC5PsLTS.jpg,0,"Set in late 19th century Canton this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung (1847-1924) against foreign forces' (English, French and American) plundering of China.",0,/cxGdEDN9vKz5jDHe9xTgODkzHzG.jpg,3826459,Never was a Hero needed more...,7,24,103285,10617,2015-04-22 18:07:40 UTC,2015-04-22 20:19:34 UTC,4 wins & 4 nominations.,0,7,Jet Li,Biao Yuen,Rosamund Kwan,Jacky Cheung,Hark Tsui,Yiu Ming Leung,Elsa Tang,0.0,Adventure,Drama,Golden Harvest Company,NA,Español,中国,Hong Kong,NA
6731,Day of the Dead (1985),,102,,UNRATED,1985-07-19 00:00:00 UTC,44,1985,false,/nK0QROkoviRd99kcRHEdxfID4TI.jpg,3500000,"The final chapter of George A. Romero's ""Dead Trilogy"". In an underground government installation they are searching for a cure to overcome this strange transformation into zombies. Unfortunately, the zombies from above ground have made their way into the bunker.",0,/9xq3UXIzH0KtUtpd6Lhs0ucBOqj.jpg,34000000,The darkest day of horror the world has ever known.,6,39,88993,8408,2015-04-22 18:07:40 UTC,2015-04-22 20:19:35 UTC,2 wins.,0,7,Lori Cardille,Terry Alexander,Joseph Pilato,Jarlath Conroy,George A. Romero,George A. Romero,NA,871.4285714285713,Thriller,Horror,Laurel Entertainment,Toei,English,NA,United States of America,Japan
6734,Memoirs of an Invisible Man (1992),,99,,N/A,1992-02-28 00:00:00 UTC,15,1992,false,/zsByUdQZQaOh9r6BVdjA4yLQup9.jpg,40000000,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",0,/jEMkUcTUviSqnP88Fs3mKVl0wUs.jpg,14358033,An adventure like you've never seen.,6,26,104850,2687,2015-04-22 18:07:40 UTC,2015-04-22 20:19:35 UTC,5 nominations.,0,5,Chevy Chase,Daryl Hannah,Sam Neill,Michael McKean,John Carpenter,H.F. Saint ,Robert Collector ,-64.1049175,Comedy,Romance,Regency Enterprises,Canal+,English,NA,United States of America,France
6744,Once Bitten (1985),,94,,PG-13,1985-11-15 00:00:00 UTC,8,1985,false,/eGOA1FttohwyqV8vsuaM3IjHkkq.jpg,3200000,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down.",0,/q6NehMc6fahxFNr4Dw90atS4m5u.jpg,10000000,A one-night stand with eternal complications!,5,13,89730,19064,2015-04-22 18:07:40 UTC,2015-04-22 20:20:12 UTC,N/A,0,5,Lauren Hutton,Jim Carrey,Karen Kopins,Cleavon Little,Howard Storm,Dimitri Villard ,David Hines,212.5,Comedy,Horror,Night Light Films,NA,English,NA,United States of America,NA
6745,"Shrimp on the Barbie, The (1990)",,90,,PG-13,1990-08-31 00:00:00 UTC,874,1990,false,/iSAn0sfKQy4SvvvjpSxIysDvvv1.jpg,0,Carlos has failed in show-biz and currently works as a waiter in a Mexican restaurant. There he meets Alex and dumb footballer Bruce celebrating their engagement with her parents. Alex' father is less than thrilled of her fiancée and says he'd rather accept anybody else. Eventually Alex hires Carlos to present him as her new fiancée.,0,/cuqHUowfZwZxME6VYIwZW6VD1yC.jpg,458996,"",6,3,100608,34564,2015-04-22 18:07:40 UTC,2015-04-22 20:20:12 UTC,N/A,0,5,Cheech Marin,Emma Samms,Vernon Wells,Bruce Spence,Michael Gottlieb,Grant Morris,Ronald E. House,0.0,Comedy,NA,NA,NA,English,NA,United States of America,Australia
6751,Cold Creek Manor (2003),,118,,R,2003-09-19 00:00:00 UTC,17,2003,false,/zf8WQ6I3BFoAuU6btAKa7d5kemj.jpg,0,"Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past",0,/eoi9sPIIA6kUQoeIObPdcSbLWXT.jpg,21384035,The perfect house hides the perfect crime.,5,24,331468,12767,2015-04-22 18:07:41 UTC,2015-04-22 20:20:12 UTC,1 nomination.,37,4,Dennis Quaid,Sharon Stone,Stephen Dorff,Juliette Lewis,Mike Figgis,Richard Jefferies,NA,0.0,Drama,Thriller,Touchstone Pictures,NA,English,NA,United States of America,United Kingdom
6752,"Fighting Temptations, The (2003)",,122,,PG-13,2003-09-17 00:00:00 UTC,5,2003,false,/wX8WK1wUM4BBV3Zan3zwDvNSJWP.jpg,15000000,"The Fighting Temptations stars Cuba Gooding, Jr. as the film's protagonist as he attempts to revive a church choir in order to enter a gospel competition with the help of a beautiful lounge singer (Beyoncé Knowles) with whom he soon falls in love.",0,/xmxurakcsTAOjCm3YTm93X0068W.jpg,30238577,"",5,15,191133,22309,2015-04-22 18:07:41 UTC,2015-04-22 20:20:12 UTC,4 wins & 9 nominations.,53,5,Nigel Washington,Chloe Bailey,Demetress Long,Ann Nesby,Jonathan Lynn,Elizabeth Hunter ,Elizabeth Hunter ,101.59051333333333,Drama,NA,Paramount Pictures,NA,English,NA,United States of America,NA
6754,Underworld (2003),,121,,R,2003-09-18 00:00:00 UTC,185,2003,false,/cPhRPAJWK8BuuJqqf6PztzvOlnZ.jpg,22000000,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",2,/rdkxl5iXdpVU188cL1LLG3sy6z4.jpg,95708457,An immortal battle for supremacy.,6,1060,320691,277,2015-04-22 18:07:41 UTC,2015-04-22 20:20:12 UTC,1 win & 8 nominations.,42,7,Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Len Wiseman,Kevin Grevioux ,Len Wiseman ,335.0384409090909,Fantasy,Action,Lakeshore Entertainment,Screen Gems,English,NA,United States of America,United Kingdom
6763,Duplex (2003),,89,,PG-13,2003-09-26 00:00:00 UTC,41,2003,false,/460905or2cCiaG93csoIUBBMwYq.jpg,40000000,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",0,/rFtYcCd21ML6s0EuGMEuojFvz3B.jpg,19322135,"",5,86,266489,7288,2015-04-22 18:07:41 UTC,2015-04-22 20:20:12 UTC,1 nomination.,50,5,Ben Stiller,Drew Barrymore,Eileen Essell,Harvey Fierstein,Danny DeVito,Larry Doyle,NA,-51.6946625,Comedy,Crime,Miramax Films,Flower Films,English,NA,United States of America,Germany
6764,"Rundown, The (2003)",,104,,PG-13,2003-09-26 00:00:00 UTC,75,2003,false,/r8YcQqO88VDzdLeN4W7x4qq9xxk.jpg,85000000,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",0,/jPkfNgTuVdj8hp2znt5MxIAz5W7.jpg,80916492,Cut to the chase,6,143,327850,10159,2015-04-22 18:07:41 UTC,2015-04-22 20:20:13 UTC,2 wins & 3 nominations.,59,6,Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,Peter Berg,R.J. Stewart ,R.J. Stewart ,-4.804127058823529,Adventure,Comedy,Universal Pictures,Columbia Pictures,English,Português,United States of America,NA
6769,Mambo Italiano (2003),,92,,N/A,2003-06-06 00:00:00 UTC,5,2003,false,/eoly1tp6IcUXyjjdBNuinnzFlwd.jpg,4361898,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",0,/szNHpPmrQkynnpZJtFjkemfEjDk.jpg,3031801,Things change. Family doesn't.,5,6,330602,321,2015-04-22 18:07:41 UTC,2015-04-22 20:20:13 UTC,14 nominations.,41,6,Luke Kirby,Ginette Reno,Paul Sorvino,Mary Walsh,Émile Gaudreault,Steve Galluccio ,Steve Galluccio ,-30.493537446313507,Comedy,NA,icon,NA,English,Français,Canada,NA
6770,My Life Without Me (2003),,106,,R,2003-03-07 00:00:00 UTC,19,2003,false,/eTsvfl9STtRwqpzl7eecwq8T7My.jpg,0,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,0,/vVj92VBFUBzjqzLvBiPVVlJDp78.jpg,9726954,"",7,20,314412,20,2015-04-22 18:07:41 UTC,2015-04-22 20:20:41 UTC,16 wins & 15 nominations.,57,7,Sarah Polley,Amanda Plummer,Scott Speedman,Leonor Watling,Isabel Coixet,Isabel Coixet,Nanci Kincaid ,0.0,Romance,Drama,El Deseo,Milestone Productions,English,Pусский,Canada,Spain
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",,80,,PG-13,2003-05-18 00:00:00 UTC,38,2003,false,/qBRwRxhUszKvcHQxMiimuax6U2e.jpg,8000000,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",0,/hKPBnEN7wJGblz72B0yhI41U9hE.jpg,1477676,"",7,43,286244,9662,2015-04-22 18:07:41 UTC,2015-04-22 20:20:41 UTC,Nominated for 2 Oscars. Another 23 wins & 24 nominations.,91,7,Béatrice Bonifassi,Lina Boudreau,Michèle Caucheteux,Jean-Claude Donda,Sylvain Chomet,Sylvain Chomet,NA,-81.52905,Animation,Comedy,Production Champion,Vivi Film,Français,Português,France,United Kingdom
6774,Videodrome (1983),,87,,N/A,1983-02-04 00:00:00 UTC,51,1983,false,/z71Ec0T4So8nGnvfR9NQHWraOdh.jpg,5952000,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,0,/fl09Ai2lKPau49MdLp0pOc5rYlP.jpg,2120439,First it controls your mind. Then it destroys your body.,7,69,86541,837,2015-04-22 18:07:41 UTC,2015-04-22 20:20:41 UTC,3 wins & 7 nominations.,60,7,James Woods,Sonja Smits,Deborah Harry,Peter Dvorsky,David Cronenberg,David Cronenberg,NA,-64.37434475806452,Fantasy,Thriller,Universal Pictures,Guardian Trust Company,English,NA,Canada,NA
6776,Lagaan: Once Upon a Time in India (2001),,224,,N/A,2001-06-15 00:00:00 UTC,52,2001,false,/x0si3I9JKup9t6l88MF6S3lZ3Cd.jpg,5200000,"Lagaan tells the tale of the Indian village Champaner, beset by drought and British colonialism in the year 1893. Without a drop of rain in months, the worried villagers of Champaner decide to ask the local authorities for a temporary repeal of their taxes -- the hated lagaan. Led by the heroic Bhuvan (Indian superstar Aamir Khan) they bring their plight to the military governor, Captain Russell (Paul Blackthorne). But the sadistic Russell threatens to raise the lagaan threefold, unless the villagers can beat his men at a game of cricket, in which case he'll lift taxes on the entire province for a period of three years. Bhuvan accepts the challenge, but there's a problem -- no one in Champaner knows how to play cricket. A band of misfits come to the rescue, coached by Russell's soft-hearted sister Elizabeth (Rachel Shelley), and the race is on to be ready in three months' time. An epic reworking of Victory with eye-popping song-and-dance routines.",0,/iXpV2SCApjhLDvn9Usmk4hiQe4J.jpg,8100000,"",7,28,282674,19666,2015-04-22 18:07:41 UTC,2015-04-22 20:20:41 UTC,Nominated for 1 Oscar. Another 44 wins & 19 nominations.,84,8,Aamir Khan,Gracy Singh,Rachel Shelley,Paul Blackthorne,Ashutosh Gowariker,Ashutosh Gowariker ,Ashutosh Gowariker ,55.769230769230774,Comedy,Romance,Aamir Khan Productions,NA,English,Italiano,India,NA
6777,Judgment at Nuremberg (1961),,186,,NOT RATED,1961-12-14 00:00:00 UTC,35,1961,false,/ubHJQehQpcPDo0vBPvyo476DCyf.jpg,3000000,Judgment at Nuremberg is an American film based on the trials of 4 Nazi judges in Nuremberg Germany in 1948 by an American court.,0,/iu7VMhBma5S94M3wh0fR8cmwgUf.jpg,10000000,The event the world will never forget.,7,28,55031,821,2015-04-22 18:07:41 UTC,2015-04-22 20:20:41 UTC,Won 2 Oscars. Another 17 wins & 21 nominations.,0,8,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Abby Mann,Abby Mann ,233.33333333333334,Drama,NA,United Artists,Roxlom Films,English,NA,United States of America,Germany
6785,Seven Brides for Seven Brothers (1954),,102,,G,1954-07-22 00:00:00 UTC,14,1954,false,/oEK5b5k50eYah7ExYCLfhhAGTDC.jpg,0,"Things are different for the Pontipee men now that big brother Adam's fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own!",0,/42uIMPDWlJLexVGhj7zXYP1fchQ.jpg,5000000,"LUSTY, MIRTHFUL GIRL-STEALING MUSICAL! . . . with Seven Great Songs!",6,21,47472,16563,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,Won 1 Oscar. Another 3 wins & 7 nominations.,0,7,Howard Keel,Jeff Richards,Russ Tamblyn,Tommy Rall,Stanley Donen,Albert Hackett ,Frances Goodrich ,0.0,Comedy,Romance,Metro-Goldwyn-Mayer (MGM),NA,English,NA,United States of America,NA
6787,All the President's Men (1976),,138,,R,1976-04-04 00:00:00 UTC,64,1976,false,/aMjbjiH0mTUmHVLmYFTTdG5fMZQ.jpg,8500000,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself.",2,/jh4aA8tryNy1QDiQzkE1kzPqkwc.jpg,70600000,"At times it looked like it might cost them their jobs, their reputations, and maybe even their lives.",7,92,74119,891,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,Won 4 Oscars. Another 13 wins & 20 nominations.,0,8,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,Alan J. Pakula,Carl Bernstein ,Bob Woodward ,730.5882352941177,Drama,Thriller,Warner Bros. Pictures,Wildwood Enterprises,English,Español,United States of America,NA
6790,Avalon (2001),,107,,R,2001-01-20 00:00:00 UTC,11,2001,false,/3sai5B5D7PbNbzOOiG3xntts0y8.jpg,8000000,"In a future world, young people are increasingly becoming addicted to an illegal (and potentially deadly) battle simulation game called Avalon. When Ash, a star player, hears of rumors that a more advanced level of the game exists somewhere, she gives up her loner ways and joins a gang of explorers. Even if she finds the gateway to the next level, will she ever be able to come back to reality?",0,/nxdf0ONIWxdYA4iwdeQBsvpT2xf.jpg,8826094,Dare to enter a world of future videogames.,7,27,267287,10881,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,3 wins & 1 nomination.,0,6,Malgorzata Foremniak,Wladyslaw Kowalski,Jerzy Gudejko,Dariusz Biskupski,Mamoru Oshii,Kazunori Itô ,NA,10.326175,Fantasy,Drama,Bandai Visual Company,Nippon Herald Films,Polski,NA,Japan,Poland
6793,Beethoven (1992),,87,,PG,1992-04-03 00:00:00 UTC,41,1992,false,/bRLRsAORRuTfZj5XcGWpNXPlt1z.jpg,0,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",1,/rjmkdq77jvcJgXn0E88Fl2Qu7vI.jpg,147214049,The head of the family is the one with the tail.,5,67,103786,11806,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,1 win & 4 nominations.,0,5,Charles Grodin,Bonnie Hunt,Dean Jones,Nicholle Tom,Brian Levant,John Hughes,Amy Holden Jones,0.0,Children,Comedy,Universal Pictures,Northern Lights Entertainment,English,NA,United States of America,NA
6794,Beethoven's 2nd (1993),,89,,PG,1993-12-14 00:00:00 UTC,16,1993,false,/1MaJH9m8TfmwLgS98kcjU4faiMg.jpg,15000000,"Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.",0,/pQaMstkYVNyHxCMHeCPiHrZV2RJ.jpg,118243066,The Newton Family is going to the dogs...,4,29,106375,10438,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,Nominated for 1 Oscar. Another 4 nominations.,0,4,Charles Grodin,Bonnie Hunt,Nicholle Tom,Christopher Castile,Rod Daniel,John Hughes ,Amy Holden Jones ,688.2871066666667,Children,Comedy,Universal Pictures,Northern Lights Entertainment,English,NA,United States of America,NA
6795,Black Moon Rising (1986),,112,,R,1986-01-10 00:00:00 UTC,3,1986,false,/4ZZ3cC4BfhHrviRRje5yIffAZWm.jpg,0,"Working for the US Government to retrieve a cassette with vital information, Sam Quint, a former CIA agent (Jones), runs into Marvin Ringer (Lee Ving), another hitman he replaced, who is after the same cassette. In a desperate attempt to evade Ringer and get the tape back to a government official (played by Bubba Smith), Quint hides the cassette in a 300-MPH prototype vehicle, the Black Moon, which is on a transporter destined for a public presentation in Los Angeles. Before Quint can recover the cassette, Nina (Hamilton) steals the Black Moon, with Quint on her tail, and returns it to a warehouse, the headquarters for the car thief ring headed by Ed Ryland (Vaughn). Quint must lure Nina into helping him recover the Black Moon, with the help of its driver and his crew, and make it out alive with the cassette and the car before the next day.",0,/agYebDjnhjxkgOFiTFyBcQbG7E2.jpg,6637565,"It's aerodynamically perfect. It holds all technical extras, is only 86cm high and a top speed of 560km/h. the name is Black Moon.",5,4,90735,36349,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,1 nomination.,0,5,Tommy Lee Jones,Linda Hamilton,Robert Vaughn,Richard Jaeckel,Harley Cokeliss,John Carpenter ,John Carpenter ,0.0,Action,Crime,New World Pictures,NA,English,NA,United States of America,NA
6796,Boyz N the Hood (1991),,102,,R,1991-07-12 00:00:00 UTC,81,1991,false,/oJ6l7ZIlN6NZKYkhNvKb5cF3onw.jpg,6500000,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,0,/9qQdpidN33pTEaxAP5gaTmCPGFq.jpg,57504069,Once upon a time in South Central L.A... It ain't no fairy tale.,7,63,101507,650,2015-04-22 18:07:41 UTC,2015-04-22 20:20:42 UTC,Nominated for 2 Oscars. Another 10 wins & 11 nominations.,73,7,Hudhail Al-Amir,Lloyd Avery II,Angela Bassett,Mia Bell,John Singleton,John Singleton,NA,784.6779846153846,Drama,Crime,Columbia Pictures Corporation,NA,English,Español,United States of America,NA
6800,Cobra (1986),,87,,R,1986-05-23 00:00:00 UTC,42,1986,false,/tonRIZmCmjYNVaM6hRY4xlhEcIH.jpg,0,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,1,/jnbvydGrfPeSlYnIQ2XI3z3IDmh.jpg,160000000,The strong arm of the law.,5,101,90859,9874,2015-04-22 18:07:41 UTC,2015-04-22 20:21:08 UTC,6 nominations.,0,5,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson,George P. Cosmatos,Paula Gosling ,Sylvester Stallone ,0.0,Action,Crime,Warner Bros.,Cannon Group,English,NA,United States of America,NA
6802,Consenting Adults (1992),,99,,R,1992-10-16 00:00:00 UTC,5,1992,false,/vHpbvh88KgHnGpG6FeVutWVg8IP.jpg,18000000,"Richard and Priscilla Parker (Kevin Kline and Mary Elizabeth Mastrantonio) are an ordinary suburban couple whose lives are invaded and rocked by their hedonistic, secretive new neighbors, Eddy and Kay Otis (Kevin Spacey and Rebecca Miller). Spacey, in one of his first feature roles, is charismatic as the evil neighbor, with an appeal worthy of an Alfred Hitchcock villain.",0,/z7PI1CI1tdOuuXCnX9TVozBFmJs.jpg,21591728,Thou shalt not covet thy neighbor's wife.,4,3,104006,37753,2015-04-22 18:07:41 UTC,2015-04-22 20:21:08 UTC,1 nomination.,0,5,Kevin Kline,Mary Elizabeth Mastrantonio,Kevin Spacey,Rebecca Miller,Alan J. Pakula,Matthew Chapman,NA,19.954044444444445,Thriller,NA,Hollywood Pictures,Touchwood Pacific Partners 1,English,NA,United States of America,NA
6810,Sleeping with the Enemy (1991),,99,,N/A,1991-02-08 00:00:00 UTC,31,1991,false,/fbAI69ystUiS1ESFkkQR0q5shhV.jpg,19000000,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",0,/2GsBuNjlbuu6LKifsCiX5c9lgFZ.jpg,174999005,Self-Defense is not murder.,6,49,102945,7442,2015-04-22 18:07:41 UTC,2015-04-22 20:21:10 UTC,1 win & 4 nominations.,0,6,Julia Roberts,Patrick Bergin,Kevin Anderson,Elizabeth Lawrence,Joseph Ruben,Nancy Price ,Ronald Bass ,821.0473947368421,Drama,Thriller,Twentieth Century Fox,NA,English,Français,United States of America,NA
6811,PCU (1994),,79,,N/A,1994-04-29 00:00:00 UTC,9,1994,false,/2yLlxId9ROD0hwyPUQQnHBcZXA.jpg,9000000,"A high school senior visits college for the weekend, and stay at the wildest house on campus in this classic tale of anti-political-correctness.",0,/mDE7u5D9vJuMiwlFDXJa92PwplV.jpg,4350774,Flunk ‘em if they can’t take a joke.,6,10,110759,14425,2015-04-22 18:07:41 UTC,2015-04-22 20:21:10 UTC,N/A,0,6,Jeremy Piven,Chris Young,Megan Ward,Jon Favreau,Hart Bochner,Adam Leff,Zak Penn,-51.65806666666667,Comedy,NA,NA,NA,English,NA,United States of America,NA
6814,City Heat (1984),,93,,PG,1984-12-05 00:00:00 UTC,6,1984,false,/fZskxM5vnL0UEm1zeXeYhpFUoUJ.jpg,25000000,"Set in Kansas City in 1933, Eastwood plays a police lieutenant known simply by his last name, Speer. Reynolds plays a former cop turned private eye named Mike Murphy. Both Speer and Murphy served on the force together and were once good friends, but are now bitter enemies. When Murphy's partner is slain they team up again to fight the mob.",0,/rdfQrlSyW11BhKrlGufEeaPXzxc.jpg,38348988,"",5,10,87062,16969,2015-04-22 18:07:41 UTC,2015-04-22 20:21:10 UTC,1 nomination.,0,5,Clint Eastwood,Burt Reynolds,Jane Alexander,Madeline Kahn,Richard Benjamin,Blake Edwards ,Blake Edwards,53.395952,Comedy,Action,Warner Bros. Pictures,Malpaso Productions,English,NA,United States of America,NA
